id,createdAt,updatedAt,profileApproved,subscriptionActive,typeOfBusiness,companyType,companyNameEn,companyNameEs,contactNameEn,contactNameEs,streetAddress,city,state,zipCode,mobilePhoneNumber,officePhoneNumber,emailAddress,websiteUrl,image,rating,reviewsEn,reviewsEs,experience,languagesEn,languagesEs,educationEn,educationEs,specialtiesEn,specialtiesEs,consultationFeeEn,consultationFeeEs,bioEn,bioEs,videoConsultation,featured
,,,,,legal,Immigration Attorney,Covino Law,,Meghan Noelle Covino,,660 Woodward Ave #2290,Detroit,MI,48226,(313) 465-7406,(313) 465-7406,contact@covinolaw.com,https://covinolaw.com,https://placehold.co/400x400/legal/white?text=MC,4.7,29,,22,English,,Boston University School of Law,,Immigration; Business,,Paid Consultation,,Detroit Immigration Attorney with 22 years of experience specializing in business immigration matters.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Machnik Law,,Carla S. Machnik,,"1901 Saint Antoine St Fl 6,  Ford Field",Detroit,MI,48226,(313) 392-1048,(313) 392-1048,contact@machniklaw.com,https://machniklaw.com,https://placehold.co/400x400/legal/white?text=CM,4.6,27,,22,English,,University of Windsor School of Law and University of Detroit Mercy School of Law,,Immigration; Employment; Family; International,,Paid Consultation,,"Detroit Immigration Lawyer with 22 years of experience serving clients with immigration, employment, family, and international legal needs.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Thompson Law,,Deborah W. Thompson,,150 W Jefferson Ave,Detroit,MI,48226,(313) 496-7971,(313) 496-7971,contact@thompsonlaw.com,https://thompsonlaw.com,https://placehold.co/400x400/legal/white?text=DT,4.8,38,,46,English,,Wayne State University Law School,,Immigration; Employment; Family; International,,Paid Consultation,,"Detroit Immigration Lawyer with 46 years of experience providing comprehensive immigration, employment, family, and international legal services.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Piell Law,,Joel L. Piell,,150 W Jefferson Ave #2500,Detroit,MI,48226,(313) 963-6420,(313) 963-6420,contact@pielllaw.com,https://pielllaw.com,https://placehold.co/400x400/legal/white?text=JP,4.9,42,,58,English,,Northwestern University Law School,,Immigration; Employment; Family; International,,Paid Consultation,,"Detroit Immigration Lawyer with 58 years of experience specializing in immigration, employment, family, and international law.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Edokpolo Law,,James Edokpolo,,"6035 Executive Drive,  Suite 212",Lansing,MI,48911,(517) 482-8800,(517) 482-8800,contact@edokpololaw.com,https://edokpololaw.com,https://placehold.co/400x400/legal/white?text=JE,4.7,32,,19,English,,Western Michigan University Cooley Law School,,Immigration; Bankruptcy; Divorce,,Free Consultation,,"Lansing Immigration Lawyer with 19 years of experience handling immigration, bankruptcy, and divorce cases.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Woolley Law,,Lyonel E. Woolley,,"4601 West Saginaw Hwy.,  Suite J-4",Lansing,MI,48917,(517) 575-7660,(517) 575-7660,contact@woolleylaw.com,,https://placehold.co/400x400/legal/white?text=LW,4.5,28,,12,English,,Not Provided,,Immigration; Criminal; Family; International,,Paid Consultation,,"Lansing Immigration Lawyer with 12 years of experience specializing in immigration, criminal, family, and international law.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Rampe Law,,Michael C. Rampe,,"120 North Washington Square,  Suite 300",Lansing,MI,48933,(517) 483-4941,(517) 483-4941,contact@rampelaw.com,https://rampelaw.com,https://placehold.co/400x400/legal/white?text=MR,4.8,36,,25,English,,Michigan State University College of Law,,Immigration; Employment; Family; International,,Paid Consultation,,"Lansing Immigration Lawyer with 25 years of experience in immigration, employment, family, and international legal matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Phelps Legal,,Diane Phelps,,1 E Michigan Ave,Lansing,MI,48933,(517) 483-4986,(517) 483-4986,contact@phelpslegal.com,https://phelpslegal.com,https://placehold.co/400x400/legal/white?text=DP,4.6,29,,15,English,,Thomas M. Cooley Law School,,Immigration; Employment; Family; International,,Paid Consultation,,"Lansing Immigration Attorney specializing in immigration, employment, family, and international law.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Danhof Law,,William J. Danhof,,"120 North Washington Square,  Suite 300",Lansing,MI,48933,(517) 483-4907,(517) 483-4907,contact@danhoflaw.com,https://danhoflaw.com,https://placehold.co/400x400/legal/white?text=WD,4.9,45,,50,English,,University of Michigan Law School,,Immigration; Employment; Family; International,,Paid Consultation,,"Lansing Immigration Lawyer with 50 years of experience providing comprehensive immigration, employment, family, and international legal services.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Phillips Law,,Thomas Phillips,,"120 North Washington Square,  Suite 300",Lansing,MI,48933,(517) 483-4902,(517) 483-4902,contact@phillipslaw.com,https://phillipslaw.com,https://placehold.co/400x400/legal/white?text=TP,4.7,32,,18,English,,University of Detroit Mercy School of Law,,Immigration; Employment; Family; International,,Paid Consultation,,"Lansing Immigration Lawyer specializing in immigration, employment, family, and international legal matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Rutledge Law,,Brad Rutledge,,"120 North Washington Square,  Suite 300",Lansing,MI,48933,(517) 483-4988,(517) 483-4988,contact@rutledgelaw.com,https://rutledgelaw.com,https://placehold.co/400x400/legal/white?text=BR,4.6,27,,16,English,,University of Michigan Law School,,Immigration; Employment; Family; International,,Paid Consultation,,"Lansing Immigration Attorney with expertise in immigration, employment, family, and international law.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Sarah Gad Law,,Sarah Gad,,916 N Emerson,Minneapolis,MN,55411,(612) 512-1870,(612) 512-1870,info@sarahgadlaw.com,https://www.sarahgadlaw.com,https://images.unsplash.com/photo-1494790108377-be9c29b29330?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,5,25,,5,English,,University of Chicago,,Immigration; Appeals; Criminal,,Free Consultation,,"Sarah Gad is a dedicated immigration attorney serving clients in the Minneapolis area. With extensive experience in appeals and criminal law, she provides comprehensive legal services to immigrants navigating the U.S. legal system.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,Caban-Ramirez Law,,Tamara Caban-Ramirez,,"5201 Eden Avenue,  Suite 300",Minneapolis,MN,55436,(612) 823-4413,(612) 823-4413,info@cabanramirezlaw.com,https://www.cabanramirezlaw.com,https://images.unsplash.com/photo-1580489944761-15a19d654956?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,42,,18,English; Spanish,,Hamline University School of Law,,Immigration; Criminal; DWI,,Free Consultation,,"With 18 years of experience, Tamara Caban-Ramirez focuses on immigration, criminal, and DWI cases. She is dedicated to providing high-quality legal representation to immigrants throughout Minnesota.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,"J.P. Larson Law Office, LLC",,Jeffrey Paul Larson,,5601 Nicollet Avenue S.,Minneapolis,MN,55419,(612) 879-8223,(612) 879-8223,contact@jplarsonlaw.com,https://www.jplarsonlaw.com,https://images.unsplash.com/photo-1566492031773-4f4e44671857?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,67,,34,English,,"University of the Pacific, McGeorge School of Law, William Mitchell College of Law and University of Detroit Mercy School of Law",,Immigration,,Paid Consultation,,Jeffrey Paul Larson has been practicing immigration law for over 34 years. His extensive education and experience make him a valuable resource for complex immigration cases.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Eltamimi Law Firm,,Susanne Eltamimi,,"916 Emerson Ave,  Suite D",Minneapolis,MN,55411,(612) 227-5286,(612) 227-5286,contact@eltamimilaw.com,https://www.eltamimilaw.com,https://images.unsplash.com/photo-1607746882042-944635dfe10e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,38,,14,English; Arabic,,University of Minnesota - Twin Cities,,Immigration; Civil Rights; Criminal,,Paid Consultation,,"Susanne Eltamimi specializes in immigration, civil rights, and criminal law. With 14 years of experience, she offers video conferencing consultations and fights passionately for her clients' rights.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Robinson Briand Law,,Danielle Robinson Briand,,3539 Hennepin Avenue,Minneapolis,MN,55408,(612) 961-5196,(612) 961-5196,info@robinsonbriandlaw.com,https://www.robinsonbriandlaw.com,https://images.unsplash.com/photo-1598550874175-4d0ef436c909?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,29,,13,English,,Quinnipiac University School of Law,,Immigration,,Paid Consultation,,Danielle Robinson Briand has been practicing immigration law for 13 years. She provides personalized legal services to help clients navigate the complex immigration system.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,University of Minnesota Law School,,Regina Jefferies,,229 19th Ave. S,Minneapolis,MN,55455,(612) 625-1000,(612) 625-1000,rjefferies@umn.edu,,https://images.unsplash.com/photo-1573496359142-b8d87734a5a2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,15,,8,English,,University of Oxford and Arizona State University,,Immigration,,Paid Consultation,,"Regina Jefferies is an immigration attorney and scholar affiliated with the University of Minnesota Law School. With degrees from the University of Oxford and Arizona State University, she brings academic expertise to immigration cases.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ketelsen Law,,Malee Ketelsen,,7800 Metro Pkwy #300,Minneapolis,MN,55425,(952) 767-4980,(952) 767-4980,contact@ketelsenlaw.com,https://www.ketelsenlaw.com,https://images.unsplash.com/photo-1544005313-94ddf0286df2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,45,,22,English; Thai,,University of Minnesota Law School,,Immigration; Estate Planning,,Free Consultation,,Malee Ketelsen has 22 years of experience in immigration and estate planning law. She offers comprehensive legal services to immigrants and their families in the Minneapolis area.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,Usumanu Law,,Albert Usumanu,,4020 Minnehaha Ave Suite 2075,Minneapolis,MN,55406,(612) 770-3967,(612) 770-3967,contact@usumanulaw.com,https://www.usumanulaw.com,https://images.unsplash.com/photo-1566492031773-4f4e44671857?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,53,,35,English; French,,Hamline University School of Law,,Immigration; Criminal; DWI,,Paid Consultation,,"Albert Usumanu brings 35 years of experience to immigration, criminal, and DWI cases. He offers comprehensive legal representation to clients in the Minneapolis area.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Chukwu Law Group,,Obi E Chukwu,,"105 Fifth Avenue South,  Suite 550",Minneapolis,MN,55401,(612) 465-0060,(612) 465-0060,info@chukwulawgroup.com,https://www.chukwulawgroup.com,https://images.unsplash.com/photo-1573496359142-b8d87734a5a2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,37,,16,English; Igbo,,"University of St. Thomas, Minnesota School of Law",,Immigration; Divorce; Family,,Free Consultation,,"Obi E Chukwu has been practicing immigration, divorce, and family law for 16 years. He provides personalized attention and strategic legal solutions for his clients.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Walther Law Office,,Veronica Walther,,"333 Washington Ave N,  Suite 208",Minneapolis,MN,55401,(612) 824-2244,(612) 824-2244,contact@waltherlaw.com,https://www.waltherlaw.com,https://images.unsplash.com/photo-1580489944761-15a19d654956?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,31,,15,English; Spanish,,University of Minnesota Law School,,Immigration; Personal Injury; Workers' Comp,,Free Consultation,,Veronica Walther is a dedicated immigration attorney with 15 years of experience. She also handles personal injury and workers' compensation cases to provide comprehensive legal services.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Latchana Immigration Law,,Aubrey Latchana,,"400 South Fourth Street,  1025 Grain Exchange Building",Minneapolis,MN,55415,(612) 677-8338,(612) 677-8338,info@latchanalaw.com,https://www.latchanalaw.com,https://images.unsplash.com/photo-1544005313-94ddf0286df2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,18,,7,English,,William Mitchell College of Law,,Immigration,,Paid Consultation,,"Aubrey Latchana focuses exclusively on immigration law, providing strategic counsel and representation for individuals and families navigating the immigration system.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Nwokocha Law,,Paschal Nwokocha,,"105 5th Avenue South,  Suite 550",Minneapolis,MN,55401,(612) 465-0060,(612) 465-0060,info@nwokochalaw.com,https://www.nwokochalaw.com,https://images.unsplash.com/photo-1573496359142-b8d87734a5a2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,22,,10,English; Igbo,,University of Minnesota Law School,,Immigration,,Free Consultation,,Paschal Nwokocha is a dedicated immigration attorney with 10 years of experience helping clients navigate complex immigration matters.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,Schneider Immigration Law,,Elaine C. Schneider,,"701 4th Ave S,  Suite 500",Minneapolis,MN,55415,(952) 996-0111,(952) 996-0111,contact@schneiderimmigration.com,https://www.schneiderimmigration.com,https://images.unsplash.com/photo-1598550874175-4d0ef436c909?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,58,,41,English; German,,University of Minnesota Law School,,Immigration; Business,,Paid Consultation,,"With 41 years of experience, Elaine C. Schneider is one of Minneapolis's most experienced immigration attorneys. She specializes in both immigration and business law.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Friedman Immigration Law,,Jodie Friedman,,1300 IDS Center,Minneapolis,MN,55402,(612) 630-1000,(612) 630-1000,contact@friedmanimmigration.com,https://www.friedmanimmigration.com,https://images.unsplash.com/photo-1607746882042-944635dfe10e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,29,,12,English,,Boston University School of Law,,Immigration; Appeals; Employment; International,,Paid Consultation,,Jodie Friedman handles complex immigration cases with a focus on employment-based immigration and international law. She brings a global perspective to immigration matters.,,TRUE,FALSE
,,,,,legal,Immigration Attorney,Anderson Law,,Vicki Anderson,,"201 West Burnsville Parkway,  Suite 110",Burnsville,MN,55337,(651) 209-3269,(651) 209-3269,info@andersonlawmn.com,https://www.andersonlawmn.com,https://images.unsplash.com/photo-1598550874175-4d0ef436c909?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,34,,22,English,,William Mitchell College of Law,,Immigration,,Paid Consultation,,"Vicki Anderson has been practicing immigration law for 22 years. Based in Burnsville, MN, she provides dedicated legal services to immigrants throughout the Minnesota area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Aaker Immigration Law,,Zachary Aaker,,7900 Xerxes Avenue South,Bloomington,MN,55431,(952) 746-4111,(952) 746-4111,contact@aakerlawmn.com,https://www.aakerlawmn.com,https://images.unsplash.com/photo-1566492031773-4f4e44671857?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,28,,13,English,,University of Minnesota Law School,,Immigration,,Paid Consultation,,"Zachary Aaker is an immigration attorney with 13 years of experience. Based in Bloomington, MN, he focuses exclusively on immigration law to provide dedicated service to his clients.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Trafton Law,,Maria Trafton,,"1125 Wells Fargo Tower,  7900 Xerxes Avenue South",Bloomington,MN,55431,(952) 746-4111,(952) 746-4111,info@traftonlaw.com,https://www.traftonlaw.com,https://images.unsplash.com/photo-1544005313-94ddf0286df2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,19,,10,English,,William Mitchell College of Law,,Immigration; Criminal; DWI; Juvenile,,Free Consultation,,"Maria Trafton has 10 years of experience in immigration, criminal, DWI, and juvenile law. Based in Bloomington, MN, she provides comprehensive legal services to clients navigating complex legal situations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Eichelberger Law Firm,,J. Matthew Eichelberger,,"308 E Pearl St,  Suite 201",Jackson,MS,39201,(601) 292-7940,(601) 292-7940,info@eichelbergerlaw.com,https://www.eichelbergerlaw.com,https://images.unsplash.com/photo-1566492031773-4f4e44671857?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,42,,21,English,,University of Mississippi,,Immigration; Civil Rights; Criminal; DUI,,Paid Consultation,,"J. Matthew Eichelberger has over 21 years of experience practicing immigration, civil rights, criminal, and DUI law in Mississippi. He is dedicated to providing personalized and effective legal representation to clients across the state.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Ogletree Law,,Robert B. Ogletree,,"1640 Lelia Drive,  Ste. 105",Jackson,MS,39216,(601) 345-2900,(601) 345-2900,info@ogletreelaw.com,https://www.ogletreelaw.com,https://images.unsplash.com/photo-1568602471122-7832951cc4c5?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,27,,8,English,,Mississippi College School of Law,,Immigration; Business; Family; Insurance Claims,,Free Consultation,,"Robert B. Ogletree provides comprehensive legal services in immigration, business, family, and insurance claims. Based in Jackson, MS, he focuses on building personal relationships with clients while delivering effective legal solutions.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Velasquez Law,,Lizbeth Jimena Velasquez,,213 South Lamar Street,Jackson,MS,39201,(601) 957-3101,(601) 957-3101,lizbeth@velasquezlaw.com,https://www.velasquezlaw.com,https://images.unsplash.com/photo-1544005313-94ddf0286df2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.3,19,,6,English; Spanish,,University of Mississippi School of Law,,Immigration; Criminal,,Paid Consultation,,"Lizbeth Jimena Velasquez specializes in immigration and criminal law, serving the Jackson, MS community. She is particularly dedicated to helping Spanish-speaking clients navigate the complex immigration system.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Nguyen Law Firm,,Ammie T Nguyen,,500 N. State Street,Jackson,MS,39201,(601) 555-7890,(601) 555-7890,ammie@nguyenlaw.com,https://www.nguyenlawms.com,https://images.unsplash.com/photo-1607746882042-944635dfe10e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,31,,9,English; Vietnamese,,Mississippi College School of Law,,Immigration; Criminal; DUI; Personal Injury,,Free Consultation,,"Ammie T Nguyen brings 9 years of experience to her practice, specializing in immigration, criminal, DUI, and personal injury cases. She is fluent in both English and Vietnamese, allowing her to effectively serve diverse communities in Jackson, MS.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Ice Legal Services,,L. Patricia Ice,,PO BOX 1466,Jackson,MS,39215,(601) 354-9355,(601) 354-9355,patricia@icelegal.com,https://www.icelegalms.com,https://images.unsplash.com/photo-1573497019940-1c28c88b4f3e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,56,,32,English,,University of Mississippi School of Law,,Immigration; Divorce; Family,,Paid Consultation,,"With 32 years of legal experience, L. Patricia Ice is a highly respected immigration attorney in Jackson, MS. She also practices family and divorce law, bringing a wealth of knowledge and compassion to each case she handles.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Ali Law Group,,Assma A. Ali,,"713 S. Pear Orchard Rd.,  Suite 205",Ridgeland,MS,39157,(601) 707-7791,(601) 707-7791,assma@alilawgroup.com,https://www.alilawgroup.com,https://images.unsplash.com/photo-1580894732444-8ecded7900cd?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,29,,7,English; Arabic,,Mississippi College School of Law,,Immigration; Criminal; Family; Traffic Tickets,,Paid Consultation,,"Assma A. Ali practices immigration, criminal, family, and traffic ticket law in Ridgeland, MS. She is fluent in both English and Arabic, allowing her to serve diverse communities throughout Mississippi.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Schwindaman Law Office,,Dale Fredrick Schwindaman Jr,,112 Byram Pkwy,Byram,MS,39272,(601) 502-0955,(601) 502-0955,dale@schwindamanlaw.com,https://www.schwindamanlaw.com,https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,63,,41,English,,University of Virginia School of Law,,Immigration,,Paid Consultation,,"Dale Fredrick Schwindaman Jr brings over 41 years of experience to his immigration law practice in Byram, MS. His extensive knowledge and commitment to client service have made him one of the most respected immigration attorneys in the state.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Yow Law Firm,,Charles Edwin Yow II,,"1300 Van Buren Ave,  Suite 112",Oxford,MS,38655,(662) 232-2440,(662) 232-2440,charles@yowlaw.com,https://www.yowlawfirm.com,https://images.unsplash.com/photo-1531891437562-4301cf35b7e4?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,38,,17,English,,University of Mississippi,,Immigration; Business,,Paid Consultation,,"Charles Edwin Yow II has been practicing immigration and business law in Oxford, MS for 17 years. A graduate of the University of Mississippi, he provides specialized legal services to immigrants and businesses throughout northern Mississippi.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Tinsley Law Firm,,James Paul Tinsley,,"2604 West Main Street,  STE C",Tupelo,MS,38801,(662) 350-3971,(662) 350-3971,james@tinsleylaw.com,https://www.tinsleylaw.com,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,45,,27,English,,University of Mississippi,,Immigration; Criminal; Estate Planning,,Paid Consultation,,"James Paul Tinsley brings 27 years of experience to his practice in Tupelo, specializing in immigration, criminal, and estate planning law. A graduate of the University of Mississippi, he provides comprehensive legal services throughout northern Mississippi.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,McElwain Law,,Camila Alexandra McElwain,,"202 N. Spring Street,  Upstairs",Tupelo,MS,38802,(662) 269-3052,(662) 269-3052,camila@mcelwainlaw.com,https://www.mcelwainlaw.com,https://images.unsplash.com/photo-1598641795816-a84ac9eac40c?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,36,,11,English; Spanish,,University of Mississippi,,Immigration; Divorce; Family; Personal Injury,,Free Consultation,,"Camila Alexandra McElwain provides comprehensive legal services in immigration, divorce, family, and personal injury law in Tupelo. With 11 years of experience and fluency in Spanish, she effectively serves the diverse communities of northern Mississippi.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Porsche Law Group,,Natalia Vian Porsche,,1778 Pass Road,Biloxi,MS,39531,(228) 229-7500,(228) 229-7500,natalia@porschelaw.com,https://www.porschelaw.com,https://images.unsplash.com/photo-1487412720507-e7ab37603c6f?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,32,,11,English; Spanish; Portuguese,,Loyola University New Orleans College of Law,,Immigration; Criminal; DUI; Family,,Paid Consultation,,"Natalia Vian Porsche practices immigration, criminal, DUI, and family law in Biloxi. With 11 years of experience and fluency in multiple languages, she effectively serves the diverse communities of the Mississippi Gulf Coast.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Mecham Law Firm,,Dalaney Mecham,,"1600 30th Ave,  101",Gulfport,MS,39501,(228) 351-9595,(228) 351-9595,dalaney@mechamlaw.com,https://www.mechamlaw.com,https://images.unsplash.com/photo-1494790108377-be9c29b29330?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.4,24,,5,English,,Mississippi College School of Law,,Immigration; Divorce; Family,,Paid Consultation,,"Dalaney Mecham specializes in immigration, divorce, and family law in Gulfport. A graduate of Mississippi College School of Law, she provides compassionate and effective legal representation to clients throughout the Gulf Coast region.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Schloegel Law Office,,Matthew Schloegel,,1921 22nd Ave,Gulfport,MS,39501,(228) 863-0123,(228) 863-0123,matthew@schloegellaw.com,https://www.schloegellaw.com,https://images.unsplash.com/photo-1506794778202-cad84cf45f1d?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.3,18,,3,English,,Mississippi College School of Law,,Immigration; Criminal; DUI; Domestic Violence,,Free Consultation,,"Matthew Schloegel practices immigration, criminal, DUI, and domestic violence law in Gulfport. Despite having just 3 years of experience, he has quickly developed a reputation for providing dedicated and effective legal representation to clients throughout the Gulf Coast region.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Goff Law Firm,,Marshall J Goff,,1599 Bienville Boulevard,Ocean Springs,MS,39564,(228) 238-5282,(228) 238-5282,marshall@gofflawfirm.com,https://www.gofflawfirm.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,27,,7,English,,Mississippi College School of Law,,Immigration; Appeals; Criminal,,Paid Consultation,,"Marshall J Goff specializes in immigration, appeals, and criminal law in Ocean Springs. With 7 years of experience, he has developed a practice focused on providing detailed and effective legal representation to clients throughout the Gulf Coast region.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ungo Legal Services,,Maria Gabriela Ungo,,212 N Madison St,Tupelo,MS,38804,(662) 841-1415,(662) 841-1415,maria@ungolegal.com,https://www.ungolegal.com,https://images.unsplash.com/photo-1573496359142-b8d87734a5a2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,53,,24,English; Spanish,,University of Mississippi School of Law,,Immigration; Divorce; Family,,Paid Consultation,,"Maria Gabriela Ungo brings 24 years of experience to her practice in Tupelo, specializing in immigration, divorce, and family law. Her fluency in Spanish allows her to effectively serve the diverse communities of northern Mississippi.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,Mobley Law Office,,Byron Russell Mobley,,2540 Hwy 51 S,Hernando,MS,38632,(662) 429-5277,(662) 429-5277,byron@mobleylaw.com,https://www.mobleylaw.com,https://images.unsplash.com/photo-1463453091185-61582044d556?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.4,22,,6,English,,University of Mississippi School of Law,,Immigration; Personal Injury; Workers' Comp,,Paid Consultation,,"Byron Russell Mobley practices immigration, personal injury, and workers' compensation law in Hernando. He is dedicated to providing personalized and effective legal representation to clients throughout northern Mississippi.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Tolu Law Firm,,Evita Tolu,,"9378 Olive Blvd.,  Ste. 307",St. Louis,MO,63132,(314) 323-6022,(314) 323-6022,contact@tolulaw.com,https://www.tolulaw.com,https://images.unsplash.com/photo-1573496359142-b8d87734a5a2?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,5,25,,23,English,,St Louis Univ School of Law,,Immigration; Tax,,Paid Consultation,,"Evita Tolu is a highly rated immigration attorney with 23 years of experience. She specializes in immigration and tax law, serving clients throughout the St. Louis area.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,McQueen Gadberry Law,,Jalesia F McQueen Gadberry,,"10805 Sunset Office Dr,  Suite 300",St. Louis,MO,63127,(314) 238-1368,(314) 238-1368,contact@mcqueengadberry.com,https://www.mcqueengadberry.com,https://images.unsplash.com/photo-1580894732444-8ecded7900cd?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,32,,21,English,,Southern Illinois University School of Law,,Immigration; Antitrust; Business; Employment,,Free Consultation,,"Jalesia F McQueen Gadberry has 21 years of experience practicing immigration, antitrust, business, and employment law in St. Louis. She offers free consultations to all clients.",,FALSE,FALSE
